player_extended_name;overall;position;age;height;weight;intl_rep;pace;dribbling;shooting;passing;defending;physicality;att_workrate;def_workrate
Mark Noble;77;CM;31;180;76;2;46.0;74.0;67.0;76.0;71.0;76.0;High;High
Aymen Abdennour;77;CB;29;187;84;2;63.0;54.0;55.0;56.0;77.0;81.0;High;High
Paul Aguilar;76;RB;32;180;67;2;84.0;70.0;64.0;69.0;72.0;75.0;High;High
Luca Antonelli;76;LB;31;184;79;2;75.0;72.0;58.0;69.0;76.0;74.0;High;High
Yussuf Poulsen;76;ST;24;193;78;2;86.0;74.0;66.0;63.0;37.0;81.0;High;High
Lukas Rupp;76;CM;27;178;73;2;73.0;78.0;67.0;75.0;65.0;67.0;High;High
Timmy Chandler;76;RB;28;186;81;2;77.0;69.0;60.0;69.0;74.0;81.0;High;High
Jérôme Roussillon;76;LB;25;175;80;2;86.0;74.0;62.0;71.0;72.0;77.0;High;High
Stefan Kießling;76;ST;34;191;81;2;54.0;64.0;77.0;66.0;44.0;77.0;High;High
Karol Linetty;75;CM;23;176;73;2;70.0;75.0;60.0;70.0;70.0;73.0;High;High
Seko Fofana;75;CM;23;183;77;2;74.0;77.0;66.0;69.0;64.0;77.0;High;High
Jordan Ferri;75;CM;26;172;70;2;66.0;75.0;67.0;73.0;66.0;72.0;High;High
Haris Seferovic;75;ST;26;185;85;2;71.0;71.0;73.0;66.0;39.0;82.0;High;High
Nathan Dyer;75;RM;30;167;62;2;83.0;79.0;72.0;67.0;38.0;63.0;High;High
Andreas Beck;75;RB;31;180;74;2;71.0;74.0;46.0;70.0;75.0;71.0;High;High
Jonathan Walters;75;ST;35;183;79;2;63.0;72.0;73.0;70.0;59.0;82.0;High;High
Emil Hallfreðsson;75;CM;34;185;83;2;67.0;73.0;64.0;76.0;70.0;75.0;High;High
Emmanuel Badu;75;CM;27;173;70;2;82.0;77.0;67.0;70.0;72.0;75.0;High;High
Boukary Dramé;74;LB;33;181;74;2;80.0;72.0;56.0;63.0;72.0;73.0;High;High
Taiseer Al Jassam;74;CDM;34;168;67;2;71.0;71.0;68.0;70.0;72.0;73.0;High;High
Kevin Großkreutz;74;LM;30;186;77;2;72.0;68.0;65.0;72.0;69.0;75.0;High;High
Haris Seferovi?;74;ST;26;185;85;2;69.0;70.0;72.0;66.0;39.0;80.0;High;High
Clément Chantôme;74;CM;31;181;75;2;58.0;72.0;66.0;75.0;65.0;71.0;High;High
Mevlüt Erdinç;74;ST;31;181;84;2;72.0;71.0;72.0;68.0;42.0;75.0;High;High
Alexandr Anyukov;73;RB;36;178;67;2;70.0;64.0;45.0;69.0;75.0;55.0;High;High
Arnold Mvuemba;73;CM;33;172;67;2;71.0;71.0;63.0;74.0;66.0;71.0;High;High
Steven Naismith;73;CAM;32;178;72;2;72.0;72.0;71.0;66.0;50.0;79.0;High;High
Chung-Yong Lee;72;CAM;30;180;68;2;72.0;72.0;63.0;71.0;50.0;61.0;High;High
Florian Klein;71;RB;31;180;66;2;80.0;69.0;59.0;68.0;67.0;70.0;High;High
Davide Biondini;70;CM;35;180;77;2;68.0;67.0;59.0;67.0;65.0;73.0;High;High
Michael Kightly;70;LM;32;173;71;2;76.0;71.0;62.0;64.0;38.0;67.0;High;High
David Barral Torres;70;ST;35;180;79;2;61.0;68.0;70.0;57.0;42.0;73.0;High;High
Kevin Doyle;69;ST;35;183;81;2;64.0;67.0;67.0;62.0;37.0;69.0;High;High
Ricardo Clark;68;CM;35;178;73;2;67.0;67.0;64.0;63.0;66.0;79.0;High;High
Hyo Jin Choi;67;RB;35;172;70;2;70.0;68.0;58.0;63.0;64.0;69.0;High;High
Naby Keïta;83;CM;23;172;64;2;73.0;89.0;71.0;77.0;62.0;70.0;High;Med
Joaquín Sánchez Rodríguez;82;RW;37;179;75;2;77.0;86.0;81.0;86.0;42.0;60.0;High;Med
Leroy Sané;82;LW;22;183;75;2;94.0;85.0;77.0;72.0;34.0;70.0;High;Med
Corentin Tolisso;82;CM;24;181;78;2;74.0;78.0;76.0;78.0;76.0;83.0;High;Med
Federico Bernardeschi;82;RM;24;183;75;2;84.0;86.0;76.0;77.0;34.0;65.0;High;Med
Domenico Berardi;81;RW;24;183;72;2;85.0;83.0;80.0;76.0;30.0;72.0;High;Med
Nélson Cabral Semedo;81;RB;24;177;67;2;92.0;80.0;57.0;68.0;76.0;71.0;High;Med
Giuliano Victor de Paula;81;CAM;28;172;68;2;81.0;82.0;76.0;77.0;45.0;73.0;High;Med
Raúl García Escudero;81;CAM;32;184;81;2;57.0;77.0;76.0;82.0;66.0;76.0;High;Med
Wilfried Zaha;81;RM;25;180;66;2;90.0;86.0;71.0;71.0;33.0;72.0;High;Med
Mario Gaspar Pérez Martínez;81;RB;27;182;74;2;81.0;73.0;70.0;70.0;80.0;81.0;High;Med
Ander Iturraspe Derteano;81;CM;29;187;75;2;59.0;70.0;63.0;77.0;79.0;72.0;High;Med
Oscar De Marcos Arana;81;RB;29;180;76;2;86.0;78.0;62.0;73.0;74.0;79.0;High;Med
Layvin Kurzawa;80;LB;26;182;74;2;77.0;78.0;69.0;77.0;77.0;75.0;High;Med
Thorgan Hazard;80;RF;25;174;69;2;81.0;84.0;78.0;80.0;37.0;64.0;High;Med
Hugo Mallo Novegil;80;RB;27;173;69;2;74.0;74.0;40.0;70.0;77.0;76.0;High;Med
Yaroslav Rakitskyi;80;CB;29;180;70;2;72.0;73.0;68.0;76.0;81.0;78.0;High;Med
Lucas Pratto;80;ST;30;188;83;2;72.0;76.0;81.0;68.0;42.0;80.0;High;Med
Adrien Rabiot;80;CM;23;188;71;2;70.0;77.0;71.0;77.0;73.0;77.0;High;Med
Ryan Bertrand;80;LB;29;179;85;2;79.0;77.0;53.0;71.0;79.0;75.0;High;Med
Domenico Criscito;80;LB;31;183;75;2;77.0;72.0;61.0;74.0;78.0;79.0;High;Med
Igor Smolnikov;80;RB;30;178;70;2;87.0;73.0;61.0;75.0;76.0;74.0;High;Med
Angelo Ogbonna;80;CB;30;191;86;2;69.0;61.0;40.0;58.0;82.0;77.0;High;Med
Serge Gnabry;79;LM;23;175;75;2;90.0;82.0;76.0;71.0;43.0;67.0;High;Med
Juan Bernat Velasco;79;LB;25;170;67;2;78.0;83.0;60.0;74.0;76.0;66.0;High;Med
Daniele Baselli;79;CM;26;182;70;2;70.0;80.0;72.0;79.0;63.0;70.0;High;Med
Alassane Pléa;79;ST;25;181;79;2;81.0;76.0;80.0;75.0;41.0;75.0;High;Med
Maximilian Arnold;79;CM;24;184;74;2;67.0;77.0;80.0;74.0;66.0;69.0;High;Med
Šime Vrsaljko;79;RB;26;183;73;2;81.0;72.0;55.0;72.0;77.0;77.0;High;Med
João Pedro Cavaco Cancelo;79;RB;24;182;72;2;92.0;79.0;65.0;75.0;73.0;71.0;High;Med
José Luís Gayà Peña;79;LB;23;172;64;2;86.0;77.0;58.0;75.0;75.0;68.0;High;Med
Wylan Cyprien;79;CM;23;180;75;2;79.0;80.0;75.0;77.0;73.0;81.0;High;Med
Vitorino Pacheco Antunes;79;LB;31;175;69;2;80.0;75.0;69.0;74.0;76.0;74.0;High;Med
Diego Valeri;79;CAM;32;178;75;2;62.0;76.0;77.0;79.0;36.0;62.0;High;Med
Alexandr Samedov;79;RM;34;177;72;2;80.0;76.0;74.0;79.0;50.0;72.0;High;Med
Lucas Digne;79;LB;25;178;74;2;80.0;75.0;61.0;75.0;75.0;75.0;High;Med
Nicolai Jørgensen;79;ST;27;190;83;2;77.0;77.0;78.0;71.0;36.0;77.0;High;Med
Artem Dzyuba;79;ST;30;196;91;2;71.0;69.0;75.0;67.0;29.0;85.0;High;Med
Sofiane Feghouli;79;RW;28;177;75;2;86.0;82.0;71.0;72.0;32.0;61.0;High;Med
Aleksandar Kolarov;79;LB;32;187;83;2;66.0;75.0;69.0;78.0;78.0;78.0;High;Med
Sébastien Corchia;79;RB;27;175;67;2;77.0;76.0;65.0;75.0;77.0;72.0;High;Med
Sergio Canales Madrazo;79;CAM;27;179;65;2;63.0;78.0;71.0;80.0;26.0;50.0;High;Med
Rafael Pereira da Silva;79;RB;28;172;78;2;81.0;78.0;59.0;72.0;75.0;78.0;High;Med
Lucas Castro;78;CM;29;180;80;2;78.0;80.0;67.0;78.0;65.0;68.0;High;Med
Iuri José Picanço Medeiros;78;RM;24;174;64;2;79.0;82.0;75.0;78.0;29.0;56.0;High;Med
Alexander Szymanowski;78;LM;29;174;69;2;88.0;77.0;72.0;72.0;39.0;62.0;High;Med
Benjamin Mendy;78;LB;24;185;85;2;82.0;75.0;48.0;70.0;74.0;79.0;High;Med
André Miguel Valente da Silva;78;ST;22;185;79;2;80.0;77.0;74.0;62.0;44.0;78.0;High;Med
Lucas Alario;78;ST;25;178;67;2;72.0;75.0;76.0;59.0;30.0;78.0;High;Med
Divock Origi;78;ST;23;185;75;2;83.0;75.0;76.0;68.0;31.0;77.0;High;Med
José Izquierdo;78;LW;26;171;75;2;93.0;81.0;73.0;67.0;27.0;62.0;High;Med
Luiz Adriano Souza da Silva;78;ST;31;183;78;2;78.0;77.0;78.0;64.0;30.0;66.0;High;Med
Jimmy Briand;78;ST;33;181;84;2;75.0;75.0;76.0;74.0;47.0;75.0;High;Med
Alexandr Kokorin;78;ST;27;181;74;2;84.0;79.0;75.0;71.0;44.0;70.0;High;Med
Emanuele Giaccherini;78;LW;33;167;60;2;78.0;82.0;70.0;76.0;62.0;62.0;High;Med
John Guidetti;78;ST;26;185;79;2;65.0;76.0;80.0;65.0;30.0;75.0;High;Med
Rodrigo Moreno Machado;78;ST;27;181;77;2;91.0;78.0;75.0;70.0;32.0;68.0;High;Med
Juan Francisco Moreno Fuertes;78;RB;30;180;69;2;79.0;74.0;66.0;70.0;74.0;76.0;High;Med
Fin Bartels;78;CF;31;176;69;2;86.0;81.0;73.0;73.0;40.0;61.0;High;Med
Raúl Bobadilla;78;ST;31;181;88;2;73.0;78.0;77.0;70.0;37.0;86.0;High;Med
Troy Deeney;78;ST;30;183;90;2;65.0;70.0;81.0;65.0;35.0;85.0;High;Med
Nicolai Müller;78;RM;31;173;66;2;87.0;81.0;72.0;70.0;45.0;66.0;High;Med
Iker Muniain Goñi;78;LW;25;169;63;2;81.0;82.0;70.0;72.0;43.0;49.0;High;Med
Markel Susaeta Laskurain;78;RW;30;179;68;2;74.0;78.0;71.0;82.0;28.0;64.0;High;Med
Erik Durm;77;LB;26;183;72;2;83.0;68.0;53.0;65.0;73.0;72.0;High;Med
Leonardo Pavoletti;77;ST;29;188;78;2;67.0;69.0;76.0;49.0;27.0;76.0;High;Med
Jonathan Castro Otto;77;LB;24;175;70;2;77.0;69.0;42.0;64.0;77.0;76.0;High;Med
Abdul Rahman Baba;77;LB;24;179;70;2;82.0;76.0;50.0;66.0;74.0;73.0;High;Med
Martin Hinteregger;77;CB;26;185;86;2;68.0;59.0;61.0;64.0;77.0;81.0;High;Med
Nicolas De Préville;77;ST;27;182;77;2;84.0;78.0;77.0;73.0;34.0;64.0;High;Med
Mário Rui Silva Duarte;77;LB;27;170;67;2;86.0;74.0;49.0;70.0;72.0;69.0;High;Med
Gregoire Defrel;77;ST;27;180;79;2;89.0;82.0;77.0;68.0;25.0;54.0;High;Med
Santiago Arias;77;RB;26;175;72;2;84.0;75.0;45.0;65.0;72.0;72.0;High;Med
Marcus Coco;77;LM;22;180;75;2;88.0;78.0;70.0;70.0;41.0;59.0;High;Med
Moussa Marega;77;ST;27;186;83;2;84.0;60.0;78.0;59.0;36.0;88.0;High;Med
Bruno Miguel Borges Fernandes;77;CAM;24;179;69;2;78.0;80.0;70.0;76.0;63.0;70.0;High;Med
Yuri Berchiche Izeta;77;LB;28;181;80;2;78.0;70.0;56.0;64.0;76.0;81.0;High;Med
Antonio Rukavina;77;RB;34;177;74;2;74.0;68.0;48.0;69.0;76.0;72.0;High;Med
Roberto Rosales;77;RB;29;175;70;2;77.0;78.0;59.0;71.0;71.0;72.0;High;Med
Scott Sinclair;77;LM;29;173;63;2;91.0;79.0;74.0;68.0;33.0;66.0;High;Med
Javier Pinola;77;CB;35;184;81;2;70.0;68.0;50.0;66.0;75.0;77.0;High;Med
Christophe Jallet;77;RB;34;178;70;2;71.0;74.0;64.0;76.0;76.0;73.0;High;Med
Aaron Lennon;77;RM;31;165;63;2;83.0;82.0;64.0;71.0;38.0;62.0;High;Med
Nathan Redmond;77;LM;24;173;69;2;87.0;81.0;69.0;70.0;24.0;52.0;High;Med
Cheikhou Kouyaté;77;CDM;28;189;83;2;74.0;69.0;65.0;61.0;77.0;88.0;High;Med
Mame Diouf;77;ST;30;185;76;2;83.0;68.0;75.0;56.0;42.0;78.0;High;Med
Daryl Janmaat;77;RB;29;185;80;2;74.0;74.0;63.0;70.0;74.0;81.0;High;Med
Younousse Sankharé;77;CM;29;184;80;2;66.0;73.0;69.0;73.0;75.0;80.0;High;Med
Benjamin André;77;CDM;28;180;76;2;71.0;75.0;64.0;75.0;74.0;77.0;High;Med
Ludovic Baal;76;LB;32;176;75;2;81.0;67.0;49.0;68.0;74.0;78.0;High;Med
Albin Ekdal;76;CM;29;186;75;2;54.0;75.0;66.0;74.0;64.0;77.0;High;Med
Robert Snodgrass;76;RM;31;182;82;2;61.0;77.0;75.0;78.0;43.0;74.0;High;Med
Lorenzo De Silvestri;76;RB;30;186;84;2;73.0;71.0;57.0;66.0;75.0;76.0;High;Med
Arnaud Souquet;76;RB;26;179;73;2;73.0;72.0;47.0;72.0;76.0;68.0;High;Med
Robert Beric;76;ST;27;188;83;2;67.0;70.0;77.0;66.0;39.0;73.0;High;Med
Fabio Borini;76;RM;27;180;74;2;77.0;76.0;74.0;70.0;28.0;69.0;High;Med
Aaron Cresswell;76;LB;28;170;66;2;76.0;76.0;59.0;72.0;73.0;68.0;High;Med
Davide Santon;76;LB;27;186;83;2;76.0;72.0;58.0;70.0;74.0;74.0;High;Med
João Pedro da Silva Pereira;76;RB;34;172;66;2;75.0;76.0;59.0;71.0;73.0;66.0;High;Med
Roger Martí Salvador;76;ST;27;179;74;2;81.0;74.0;75.0;61.0;30.0;72.0;High;Med
Gianluca Lapadula;76;ST;28;178;69;2;84.0;76.0;73.0;58.0;24.0;68.0;High;Med
Emerson Palmieri dos Santos;76;LWB;24;176;63;2;79.0;77.0;59.0;66.0;68.0;62.0;High;Med
Robert Beri?;76;ST;27;188;83;2;67.0;70.0;77.0;66.0;39.0;73.0;High;Med
Ahmed Musa;76;ST;25;176;65;2;93.0;78.0;76.0;62.0;28.0;57.0;High;Med
Julian Korb;76;RB;26;177;70;2;73.0;76.0;48.0;67.0;74.0;68.0;High;Med
Marko Rog;76;CAM;23;180;73;2;74.0;76.0;66.0;77.0;43.0;62.0;High;Med
Renat Yanbaev;76;RB;34;178;71;2;89.0;68.0;59.0;68.0;72.0;67.0;High;Med
Jonas Olsson;76;CB;35;193;84;2;48.0;51.0;43.0;54.0;75.0;82.0;High;Med
Enner Valencia;76;ST;28;174;74;2;85.0;74.0;76.0;66.0;43.0;70.0;High;Med
Édson Puch;76;RM;32;168;73;2;83.0;76.0;72.0;68.0;39.0;62.0;High;Med
Giovanni Simeone;76;ST;23;180;81;2;78.0;75.0;75.0;58.0;28.0;66.0;High;Med
Martín Mantovani;75;CB;34;185;80;2;39.0;60.0;42.0;56.0;74.0;82.0;High;Med
Guilherme Madalena Siqueira;75;LB;32;183;76;2;72.0;73.0;62.0;71.0;73.0;70.0;High;Med
Franco Di Santo;75;ST;29;193;88;2;72.0;73.0;75.0;64.0;33.0;74.0;High;Med
Kyle Naughton;75;RB;29;180;73;2;74.0;67.0;52.0;65.0;74.0;70.0;High;Med
Younès Kaboul;75;CB;32;193;87;2;52.0;55.0;44.0;56.0;74.0;79.0;High;Med
Kévin Malcuit;75;RB;27;178;77;2;84.0;76.0;63.0;67.0;71.0;75.0;High;Med
Saphir Taïder;75;CM;26;180;73;2;73.0;76.0;67.0;73.0;70.0;73.0;High;Med
Artur Ioni??;75;CM;28;184;73;2;69.0;74.0;69.0;72.0;72.0;81.0;High;Med
Renaud Cohade;74;CAM;34;180;74;2;54.0;74.0;68.0;76.0;65.0;71.0;High;Med
Gökdeniz Karadeniz;74;LM;38;168;68;2;73.0;80.0;71.0;69.0;47.0;55.0;High;Med
Djalma Braume Manuel Abel Campos;74;RM;31;176;75;2;83.0;75.0;68.0;69.0;41.0;71.0;High;Med
Craig Gardner;73;CM;31;176;81;2;53.0;70.0;74.0;71.0;70.0;78.0;High;Med
Kolbeinn Sigþórsson;73;ST;28;186;80;2;60.0;65.0;72.0;57.0;40.0;74.0;High;Med
Nolan Roux;73;ST;30;182;81;2;71.0;71.0;73.0;67.0;35.0;67.0;High;Med
Jerry Mbakogu;73;ST;26;184;82;2;88.0;71.0;70.0;58.0;25.0;77.0;High;Med
Aras Özbiliz;73;RM;28;175;72;2;78.0;75.0;76.0;73.0;30.0;54.0;High;Med
Jean-Armel Kana-Biyik;72;CB;29;184;86;2;64.0;58.0;31.0;49.0;69.0;79.0;High;Med
Carlos Grossmüller;72;CM;35;184;81;2;55.0;73.0;63.0;74.0;57.0;74.0;High;Med
Panagiotis Kone;72;CAM;31;182;75;2;71.0;71.0;72.0;70.0;50.0;64.0;High;Med
Mariano Pavone;72;ST;36;181;81;2;55.0;63.0;76.0;57.0;29.0;80.0;High;Med
Bryan Oviedo;72;LB;28;172;65;2;75.0;75.0;61.0;67.0;69.0;68.0;High;Med
Kévin Constant;71;LW;31;186;78;2;74.0;75.0;60.0;74.0;66.0;79.0;High;Med
Fraizer Campbell;71;ST;31;172;82;2;76.0;71.0;70.0;57.0;34.0;67.0;High;Med
Dame N'Doye;71;ST;33;186;81;2;74.0;69.0;70.0;58.0;39.0;77.0;High;Med
Elderson Echiéjilé;71;LB;30;185;76;2;73.0;65.0;59.0;61.0;72.0;78.0;High;Med
Nicolai Boilesen;71;LB;26;186;73;2;75.0;70.0;49.0;61.0;70.0;68.0;High;Med
Thibault Giresse;70;LM;37;172;69;2;50.0;73.0;67.0;75.0;34.0;40.0;High;Med
Sven Schipplock;70;ST;29;186;84;2;69.0;67.0;67.0;58.0;33.0;80.0;High;Med
Ermir Lenjani;70;LB;29;175;65;2;80.0;67.0;64.0;67.0;66.0;66.0;High;Med
Bryan Bergougnoux;69;CAM;35;177;79;2;64.0;68.0;65.0;68.0;35.0;63.0;High;Med
Will Grigg;69;ST;27;180;70;2;76.0;65.0;69.0;48.0;32.0;72.0;High;Med
Eduardo Gonçalves;68;ST;36;185;80;2;54.0;65.0;68.0;63.0;47.0;70.0;High;Med
Karim Matmour;68;RM;33;181;75;2;69.0;71.0;62.0;65.0;29.0;53.0;High;Med
Chu Young Park;68;ST;33;182;75;2;67.0;68.0;69.0;67.0;34.0;65.0;High;Med
Danny Graham;68;ST;33;183;87;2;41.0;65.0;71.0;60.0;47.0;74.0;High;Med
Tadanari Lee;67;CF;32;182;73;2;69.0;67.0;67.0;51.0;34.0;71.0;High;Med
Luke Wilkshire;67;RB;37;176;72;2;55.0;66.0;61.0;68.0;66.0;67.0;High;Med
Marc-Antoine Fortuné;66;ST;37;183;76;2;62.0;65.0;63.0;59.0;28.0;71.0;High;Med
Kevin Nolan;66;CM;36;183;88;2;40.0;67.0;69.0;65.0;62.0;69.0;High;Med
Ivan Kova?ec;64;LM;30;188;84;2;67.0;63.0;62.0;62.0;30.0;76.0;High;Med
Eric Bailly;84;CB;24;187;77;2;78.0;66.0;42.0;59.0;84.0;84.0;Med;High
José María Giménez;83;CB;23;185;76;2;70.0;54.0;45.0;51.0;85.0;81.0;Med;High
Morgan Schneiderlin;83;CDM;28;181;75;2;68.0;77.0;62.0;76.0;79.0;81.0;Med;High
Idrissa Gueye;83;CDM;29;174;66;2;76.0;77.0;60.0;70.0;83.0;81.0;Med;High
Antonio Rüdiger;82;CB;25;190;85;2;74.0;64.0;40.0;64.0;82.0;79.0;Med;High
Franco Vázquez;82;CAM;29;186;82;2;64.0;84.0;77.0;79.0;43.0;75.0;Med;High
Stefan Savi?;82;CB;27;187;79;2;63.0;57.0;35.0;52.0;83.0;74.0;Med;High
Eric Dier;82;CB;24;188;90;2;63.0;64.0;63.0;71.0;81.0;85.0;Med;High
Victor Wanyama;82;CDM;27;184;87;2;64.0;74.0;66.0;70.0;82.0;91.0;Med;High
Michael Keane;81;CB;25;191;82;2;72.0;68.0;49.0;64.0;82.0;82.0;Med;High
Daniel Garcia Carrillo;81;CDM;28;180;75;2;48.0;71.0;58.0;74.0;73.0;80.0;Med;High
Davinson Sánchez;81;CB;22;187;79;2;71.0;60.0;47.0;50.0;81.0;83.0;Med;High
Gonzalo Rodríguez;81;CB;34;182;79;2;68.0;66.0;47.0;61.0;83.0;76.0;Med;High
Ignacio Camacho Barnola;81;CDM;28;183;75;2;61.0;70.0;60.0;71.0;80.0;81.0;Med;High
Asier Illarramendi;81;CM;28;179;76;2;60.0;78.0;66.0;77.0;77.0;70.0;Med;High
Allan Marques Loureiro;80;CM;27;175;74;2;77.0;78.0;64.0;75.0;79.0;81.0;Med;High
Josuha Guilavogui;80;CDM;28;188;77;2;70.0;68.0;59.0;66.0;81.0;81.0;Med;High
Jardel Nivaldo Vieira;80;CB;32;192;87;2;60.0;52.0;42.0;52.0;81.0;82.0;Med;High
Phil Jagielka;80;CB;36;180;87;2;50.0;56.0;46.0;58.0;82.0;78.0;Med;High
Javier Fuego Martínez;80;CDM;34;182;75;2;56.0;68.0;60.0;72.0;78.0;78.0;Med;High
Maicon Pereira Roque;80;CB;30;191;89;2;59.0;55.0;55.0;65.0;81.0;82.0;Med;High
Marcelo Díaz;80;CM;31;166;63;2;61.0;76.0;66.0;80.0;75.0;74.0;Med;High
Romain Thomas;80;CB;30;193;84;2;54.0;50.0;34.0;58.0;80.0;76.0;Med;High
Willi Orban;79;CB;25;186;82;2;54.0;59.0;34.0;52.0;79.0;78.0;Med;High
Alessio Romagnoli;79;CB;23;185;75;2;66.0;64.0;34.0;52.0;81.0;76.0;Med;High
Salif Sané;79;CB;28;196;85;2;65.0;66.0;48.0;62.0;78.0;81.0;Med;High
Marcos Acuña;79;LM;26;172;69;2;84.0;80.0;72.0;78.0;57.0;76.0;Med;High
Nikola Maksimovic;79;CB;26;193;82;2;65.0;55.0;28.0;47.0;82.0;78.0;Med;High
Nikola Maksimovi?;79;CB;26;193;82;2;65.0;55.0;28.0;47.0;82.0;78.0;Med;High
Daniel Baier;79;CDM;34;176;77;2;56.0;77.0;55.0;79.0;74.0;70.0;Med;High
Claudio Yacob;79;CDM;31;181;73;2;43.0;70.0;59.0;66.0;78.0;75.0;Med;High
Winston Reid;79;CB;30;190;87;2;69.0;52.0;52.0;49.0;80.0;80.0;Med;High
?tefan Radu;79;LB;31;183;79;2;72.0;68.0;64.0;65.0;84.0;74.0;Med;High
Ryan Shawcross;79;CB;31;191;76;2;49.0;51.0;44.0;52.0;80.0;84.0;Med;High
Igor Denisov;79;CDM;34;176;70;2;66.0;75.0;65.0;73.0;77.0;73.0;Med;High
Vasiliy Berezutskiy;79;CB;36;189;87;2;52.0;48.0;39.0;67.0;82.0;75.0;Med;High
Florian Lejeune;79;CB;27;190;81;2;49.0;61.0;57.0;59.0;78.0;85.0;Med;High
Bruno Martins Indi;79;CB;26;185;80;2;57.0;58.0;42.0;59.0;79.0;81.0;Med;High
Phil Jones;79;CB;26;185;71;2;58.0;62.0;56.0;64.0;79.0;80.0;Med;High
Oriol Romeu Vidal;79;CDM;27;183;83;2;57.0;63.0;38.0;65.0;78.0;85.0;Med;High
Juraj Kucka;79;CM;31;186;84;2;69.0;76.0;73.0;74.0;77.0;89.0;Med;High
Francis Coquelin;79;CDM;27;178;74;2;66.0;75.0;52.0;67.0;78.0;80.0;Med;High
Ben Davies;78;LB;25;182;76;2;75.0;74.0;54.0;71.0;78.0;73.0;Med;High
Andreas Samaris;78;CDM;29;189;84;2;60.0;70.0;65.0;69.0;78.0;84.0;Med;High
Lucas Tousart;78;CDM;21;185;83;2;69.0;71.0;55.0;68.0;76.0;84.0;Med;High
Yeray Álvarez López;78;CB;23;183;78;2;68.0;63.0;49.0;57.0;77.0;75.0;Med;High
Matias Vecino;78;CM;27;187;81;2;68.0;74.0;67.0;74.0;71.0;76.0;Med;High
Fran. Javier García Fernández;78;CDM;31;186;82;2;65.0;68.0;63.0;67.0;77.0;81.0;Med;High
Andy Carroll;78;ST;29;193;79;2;62.0;69.0;78.0;61.0;49.0;85.0;Med;High
Sergey Ignashevich;78;CB;39;187;84;2;34.0;52.0;61.0;62.0;82.0;70.0;Med;High
Michael Bradley;78;CDM;31;188;79;2;64.0;76.0;68.0;77.0;71.0;80.0;Med;High
Julian Baumgartlinger;78;CDM;30;183;82;2;71.0;69.0;48.0;68.0;76.0;83.0;Med;High
Amadou Diawara;77;CDM;21;184;74;2;74.0;77.0;50.0;73.0;69.0;76.0;Med;High
Kenny Tete;77;RB;22;180;71;2;77.0;64.0;40.0;60.0;79.0;78.0;Med;High
Wesley Hoedt;77;CB;24;188;77;2;66.0;60.0;47.0;59.0;78.0;74.0;Med;High
Bartolomeu Quissanga;77;CB;26;180;77;2;72.0;60.0;37.0;50.0;78.0;74.0;Med;High
Charles Kaboré;77;CDM;30;183;78;2;71.0;70.0;61.0;70.0;75.0;80.0;Med;High
Lasse Schøne;77;CM;32;176;75;2;50.0;76.0;76.0;82.0;59.0;60.0;Med;High
Martín Cáceres;77;CB;31;180;78;2;74.0;65.0;51.0;63.0;79.0;75.0;Med;High
Iván Ramis Barrios;77;CB;33;188;82;2;38.0;59.0;61.0;63.0;77.0;83.0;Med;High
Francesco Magnanelli;77;CDM;33;181;79;2;68.0;65.0;56.0;71.0;74.0;74.0;Med;High
Nicolás Burdisso;77;CB;37;182;81;2;61.0;49.0;29.0;45.0;79.0;73.0;Med;High
Nemanja Pej?inovi?;77;CB;30;185;80;2;53.0;55.0;40.0;61.0;76.0;78.0;Med;High
Davy Pröpper;77;CM;27;185;79;2;67.0;75.0;72.0;73.0;61.0;75.0;Med;High
Pedro Mba Obiang Avomo;77;CDM;26;185;75;2;68.0;74.0;59.0;75.0;75.0;77.0;Med;High
Facundo Roncaglia;77;CB;31;179;76;2;67.0;64.0;53.0;68.0;78.0;72.0;Med;High
Marcel Risse;77;RM;28;183;75;2;80.0;76.0;77.0;74.0;67.0;67.0;Med;High
Tomás Rincón;77;CM;30;177;76;2;74.0;76.0;58.0;73.0;76.0;80.0;Med;High
Fabian Lustenberger;76;CDM;30;180;70;2;61.0;66.0;37.0;61.0;80.0;70.0;Med;High
Sebastian De Maio;76;CB;31;190;90;2;66.0;48.0;31.0;36.0;77.0;83.0;Med;High
Mariano Izco;76;CM;35;180;77;2;72.0;76.0;64.0;74.0;70.0;72.0;Med;High
Gelson Tavares Fernandes;76;CDM;32;179;70;2;67.0;68.0;56.0;68.0;74.0;81.0;Med;High
André Gomes Magalhães Almeida;76;RB;28;186;80;2;65.0;74.0;52.0;72.0;76.0;77.0;Med;High
Jasmin Kurtic;76;CM;29;186;88;2;68.0;72.0;69.0;74.0;72.0;81.0;Med;High
Muhamed Bešic;76;CDM;26;180;80;2;68.0;74.0;50.0;64.0;76.0;76.0;Med;High
Luca Rossettini;76;CB;33;187;82;2;62.0;54.0;44.0;46.0;77.0;77.0;Med;High
Micha? Pazdan;76;CB;31;181;78;2;53.0;58.0;45.0;61.0;75.0;82.0;Med;High
Sereso Geoffroy Gonzaroua Dié;76;CDM;33;179;77;2;67.0;72.0;48.0;64.0;76.0;79.0;Med;High
Alfred Duncan;76;CM;25;178;78;2;75.0;73.0;63.0;72.0;74.0;79.0;Med;High
Nicolas Pallois;76;CB;31;188;90;2;58.0;59.0;50.0;60.0;75.0;83.0;Med;High
